candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,external_validation,2: frozen independent IUH evaluation across 11 hospitals,Independent 11-hospital IUH cohort with frozen components implied; discrimination transfers but calibration/drift not evaluated,"Frozen MIMIC-IV-developed model evaluated on an independent 11-hospital IUH cohort; discrimination reported, calibration and drift not evaluated","Results Model performance and Figs. 2, 4-5",Primary publication resolves external_validation to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,decision_utility,1: offline sensitivity and illustrative case; no prospective workflow,"Retrospective bedside what-if illustration; no clinician study, silent deployment, or measured benefit","Retrospective bedside what-if illustration; no clinician study, silent deployment, or measured benefit","Results Model performance and Figs. 2, 4-5",Primary publication supports Reviewer B's more precise formulation for decision_utility; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,safety_evaluation,"0: no defined hazard, override, or recovery test","Safety-oriented tapering discussion and causal warnings; NI: no hazard threshold, override, stress test, or prospective endpoint","Safety-oriented tapering discussion only; no defined hazard threshold, override, stress/recovery test, or prospective safety endpoint","Results Model performance and Figs. 2, 4-5",Primary publication resolves safety_evaluation to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,statistical_analysis,"AUC with 95% CI, Pearson correlation, MAE, and cross-validation","Five-fold summaries and 95% AUC CIs; exact CI method, repeated-seed variance, and multiplicity NI","Five-fold summaries and 95% AUC CIs; exact CI method, repeated-seed variance, and multiplicity NI","Results Model performance and Figs. 2, 4-5",Primary publication supports Reviewer B's more precise formulation for statistical_analysis; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,causal_language,"Counterfactual language is explicitly bounded as sensitivity, not causal effect",Calls withdrawal counterfactual while explicitly stating it is not a causal estimate because treatment is confounded,Calls withdrawal counterfactual while explicitly stating it is not a causal estimate because treatment is confounded,Methods counterfactual simulation and Discussion limitations,Primary publication supports Reviewer B's more precise formulation for causal_language; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,estimand,No explicit estimand; model-prediction contrast after setting vasopressors absent,Predicted difference after setting vasopressor indicators absent versus observed; not an identified treatment effect,Predicted difference after setting vasopressor indicators absent versus observed; not an identified treatment effect,Methods counterfactual simulation and Discussion limitations,Primary publication supports Reviewer B's more precise formulation for estimand; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,confounding_strategy,0: treatment confounding acknowledged but not adjusted,No causal adjustment; confounding by indication and incomplete titration representation acknowledged,No causal adjustment; confounding by indication and incomplete titration representation acknowledged,Methods counterfactual simulation and Discussion limitations,Primary publication supports Reviewer B's more precise formulation for confounding_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,positivity_and_overlap,0: overlap not evaluated,NI: no overlap/positivity diagnostics,NI: no overlap/positivity diagnostics,Methods counterfactual simulation and Discussion limitations,Primary publication supports Reviewer B's more precise formulation for positivity_and_overlap; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,counterfactual_validation,0: clinical-direction coherence only; no causal validation,"Clinical-direction check on one case and 6,673 windows; no randomized/interventional known-effect validation","Clinical-direction check on one case and 6,673 windows; no randomized/interventional known-effect validation",Methods counterfactual simulation and Discussion limitations,Primary publication supports Reviewer B's more precise formulation for counterfactual_validation; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,code_access,1: code promised on GitHub but no inspectable link,Not currently public; manuscript says code will be released on GitHub,Planned: manuscript says code will be made available on GitHub; no inspectable repository URL at the coding cutoff,Methods training/evaluation and Data/Code availability,Primary publication resolves code_access to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,weights_access,0: weights unavailable,NI: no public pretrained weights,NI: no public pretrained weights,Methods training/evaluation and Data/Code availability,Primary publication supports Reviewer B's more precise formulation for weights_access; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,data_access,MIMIC credentialed; IUH request-based pending approval,MIMIC credentialed; IUH by request pending institutional approval,MIMIC credentialed; IUH by request pending institutional approval,Methods training/evaluation and Data/Code availability,Primary publication supports Reviewer B's more precise formulation for data_access; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,preprocessing_reproducibility,"2: feature, missingness, architecture, fold, loss, and training details reported","Moderate: cohorts, windows, features, missingness, exposure encoding, architecture, and phases described; analytic counts/timing inconsistent","Moderate: cohorts, windows, features, missingness, exposure encoding, architecture, and phases described; analytic counts/timing inconsistent",Methods training/evaluation and Data/Code availability,Primary publication supports Reviewer B's more precise formulation for preprocessing_reproducibility; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,randomness,1: five-fold CV and latent sampling; no seeds or repeated initialization analysis,NI: seeds and repeated independent runs not reported,NI: seeds and repeated independent runs not reported,Methods training/evaluation and Data/Code availability,Primary publication supports Reviewer B's more precise formulation for randomness; no incompatible claim from Reviewer A was carried forward.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,evidence_anchors,Preprint pp. 16-24 Methods and intervention analysis; Figs. 2 and 4; pp. 14-16 limitations; stable DOI,"Preprint Data/Code availability; Results/Figs. 2-5; Methods data, windows, phases, external validation; Discussion limitations","medRxiv v1 Abstract; Results model performance, Figs. 2 and 4-5; Methods Input features, Preprocessing, Phase 1/2, cross-validation; Discussion limitations; Data/Code availability",Full medRxiv v1 PDF,Primary publication resolves evidence_anchors to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,appraisal_strengths,"Leakage control, detailed missingness, multicenter external test, confidence intervals, and explicit causal boundary","Organ structure, external health-system evaluation, quantitative BP fidelity, and meaningful action perturbation","Stay-level leakage control, explicit missingness rules, organ-structured dynamics, frozen cross-system evaluation, physiological fidelity, and a bounded altered-input sensitivity probe",Full medRxiv v1 PDF,Primary publication resolves appraisal_strengths to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,appraisal_limitations,"One-step horizon, no calibration/model baseline, simplified intervention, incomplete IUH stop times, and no prospective utility","Preprint; analytic count absent, 12h/24h inconsistency, weak baselines, no calibration, no causal identification","One-step adjacent-window forecasts, inconsistent 12/24/48-hour descriptions, no strong prediction baseline or calibration, simplified exposure encoding, no causal identification, and no prospective utility",Full medRxiv v1 PDF,Primary publication resolves appraisal_limitations to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
